route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1683,174,98,36
100,1456,130,181,51
101,1581,125,162,54
11,1651,137,120,21
12,1465,171,229,47
2,980,57,93,28
400,814,54,113,18
7,1670,119,263,72
8A,3049,205,397,72
8B,2979,176,330,71
