route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,975,65,72,19
100,929,85,113,37
101,973,84,93,34
11,892,51,57,14
12,1206,130,132,30
2,661,28,25,8
400,406,16,25,6
7,920,58,80,10
8A,1761,158,170,48
8B,1722,163,197,46
