trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled,stop_headsign,pickup_type,drop_off_type,timepoint
504:15000:24523,13:23:00,13:23:00,407,17,221120,,0,0,1
504:15000:24523,13:36:00,13:36:00,406,18,238066,,0,0,1
504:15000:24523,13:50:00,13:50:00,405,19,250363,,0,0,1
504:15000:24523,14:05:00,14:05:00,404,20,270370,,3,3,1
504:15000:24523,14:44:00,14:44:00,402,21,326741,,0,0,1
504:15000:24523,14:50:00,14:50:00,130,22,330752,,0,0,1
504:15000:24523,15:06:00,15:06:00,129,23,341612,,0,0,1
503:15010:24525,17:40:00,17:40:00,129,1,0,,0,0,1
503:15010:24525,17:57:00,17:57:00,130,2,10940,,0,0,1
503:15010:24525,18:06:00,18:06:00,402,3,14674,,0,0,1
503:15010:24525,18:41:00,18:41:00,404,4,69452,,3,3,1
503:15010:24525,19:00:00,19:00:00,405,5,88872,,0,0,1
503:15010:24525,19:12:00,19:12:00,406,6,101758,,0,0,1
503:15010:24525,19:25:00,19:25:00,407,7,118637,,0,0,1
503:15010:24525,19:39:00,19:39:00,408,8,140398,,0,0,1
503:15010:24525,19:53:00,19:55:00,409,9,161069,,0,0,1
503:15010:24525,20:11:00,20:26:00,403,10,187704,,0,0,1
503:15010:24525,20:46:00,20:46:00,411,11,216171,,0,0,1
503:15010:24525,20:56:00,20:56:00,430,12,234686,,3,3,1
503:15010:24525,21:04:00,21:04:00,412,13,245539,,0,0,1
503:15010:24525,21:11:00,21:11:00,433,14,257203,,3,3,1
503:15010:24525,21:17:00,21:17:00,413,15,266304,,0,0,1
503:15010:24525,21:20:00,21:20:00,437,16,271603,,3,3,1
503:15010:24525,21:25:00,21:25:00,431,17,278925,,0,0,1
503:15010:24525,21:31:00,21:31:00,435,18,288861,,3,3,1
503:15010:24525,21:42:00,21:42:00,414,19,306929,,0,0,1
503:15010:24525,21:50:00,21:50:00,415,20,317356,,0,0,1
503:15010:24525,22:08:00,22:08:00,417,21,332496,,0,0,1
503:15010:24525,22:12:00,22:12:00,490,22,334717,,0,0,1
402:14040:24554,04:30:00,04:30:00,204,1,0,,0,0,1
402:14040:24554,04:44:00,04:44:00,203,2,20375,,3,3,1
402:14040:24554,04:51:00,04:51:00,202,3,31361,,3,3,1
402:14040:24554,05:10:00,05:10:00,201,4,62176,,3,3,1
402:14040:24554,05:20:00,05:20:00,200,5,77167,,3,3,1
402:14040:24554,05:27:00,05:27:00,220,6,88292,,3,3,1
402:14040:24554,05:40:00,05:45:00,198,7,98263,,0,0,1
402:14040:24554,06:04:00,06:04:00,197,8,120076,,0,0,1
402:14040:24554,06:12:00,06:12:00,196,9,130664,,3,3,1
402:14040:24554,06:20:00,06:20:00,195,10,143341,,3,3,1
402:14040:24554,06:38:00,06:38:00,194,11,161430,,0,0,1
402:14040:24554,07:20:00,07:25:00,192,12,220338,,0,0,1
402:14040:24554,08:35:00,08:35:00,217,13,326170,,0,0,1
402:14040:24554,08:40:00,08:40:00,185,14,329221,,0,0,1
101:11312:24559,17:27:00,17:27:00,205,1,0,,0,0,1
101:11312:24559,17:41:00,17:41:00,161,2,6070,,0,0,1
101:11312:24559,17:42:00,17:42:00,119,3,8480,,0,0,1
