route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id
8B,8e896df6-2496-4d4f-9079-946c6e56c815,1fb6e102-beb5-4e2a-a6fb-2b60cbf6bc83,37ce28b0-cc30-4e39-8c9b-59a2cf19001d,Crosstown/Essa to Park Place ,1,d47435b3-f3f8-4d43-a8d8-aba91a4e3a1d
10,8e896df6-2496-4d4f-9079-946c6e56c815,bca0c814-abe0-49f7-8386-342e5b25aacf,ad2b6efb-c3ff-44f7-8b9e-1166aac33bdd,NORTH LOOP to Downtown Barrie Terminal,0,9e35b9fb-a72b-4a29-8143-4feab06371b8
100,a1c1be47-a6f9-4187-8396-05fd20f2b819,6f3a453d-7523-482c-889a-43e1832157f2,f2b219d4-3593-4748-b626-dc2fb2151969,Red Express  to Downtown Barrie Terminal,0,305d949e-dae7-4ec1-95c6-28e821bb00e5
12A,fcfc42af-1cc2-48e2-a437-c965c0129a04,6097b9af-3875-44ee-8b52-ae6ec5b7d569,e0263110-798e-4af8-a72f-a56bb0e9c48b,GEORGIAN MALL,0,4e94fa8e-5b40-4542-addd-de32c54a3d33
8A,8e896df6-2496-4d4f-9079-946c6e56c815,695009b2-7f96-4cab-b31e-90501cc9f148,16b42189-db36-43d6-ab97-dce81fb10ad8,RVH/YONGE to Georgian College,0,e0209a9d-c1fa-46af-b397-e9b550f18bbc
12A,8e896df6-2496-4d4f-9079-946c6e56c815,d1e1fbff-d4c7-4a9b-9644-2fab7f07c7ca,e0263110-798e-4af8-a72f-a56bb0e9c48b,GEORGIAN MALL,0,3299b713-4c3d-483f-a40d-3ded477fd9d0
8A,8e896df6-2496-4d4f-9079-946c6e56c815,8cc07403-1536-4eca-b481-98e8a3acd1a6,16b42189-db36-43d6-ab97-dce81fb10ad8,RVH/YONGE to Georgian College,0,8310d8d0-0c33-4f52-a4be-11449e501319
8B,8e896df6-2496-4d4f-9079-946c6e56c815,5581dcc7-1b97-41dd-b30b-c6d0a971bf53,18605884-d064-4997-8f13-e35b129b16a0,Crosstown/Essa to Georgian College ,0,cfaec14b-eb24-4c4e-8a8f-4b4289d789cb
100,8e896df6-2496-4d4f-9079-946c6e56c815,305adbde-bc79-43c6-9b3a-d899e59c71f2,f2b219d4-3593-4748-b626-dc2fb2151969,Red Express  to Downtown Barrie Terminal,0,cea54b06-3ef7-46a3-ab1c-2e0f8ae04fc6
8A,a1c1be47-a6f9-4187-8396-05fd20f2b819,7905121a-2777-4e30-8919-5e1e7fbb9a0e,6f3a7527-cb33-4e34-b391-c26945351e44,RVH/YONGE to Park Place,1,c4a9c4d4-2187-4b2b-8117-ab3abc00336a
8B,8e896df6-2496-4d4f-9079-946c6e56c815,add607a7-1b95-4c35-a4b5-51a0d6bdf004,18605884-d064-4997-8f13-e35b129b16a0,Crosstown/Essa to Georgian College ,0,094edf91-7446-4108-aaff-89e94dac7c2e
8A,8e896df6-2496-4d4f-9079-946c6e56c815,c272c0db-7add-49bb-bea7-40fa0c2086fe,6f3a7527-cb33-4e34-b391-c26945351e44,RVH/YONGE to Park Place,1,e0209a9d-c1fa-46af-b397-e9b550f18bbc
8A,8e896df6-2496-4d4f-9079-946c6e56c815,64df8d22-38b0-48ae-85d4-8788fb742893,16b42189-db36-43d6-ab97-dce81fb10ad8,RVH/YONGE to Georgian College,0,e0209a9d-c1fa-46af-b397-e9b550f18bbc
2A,fcfc42af-1cc2-48e2-a437-c965c0129a04,d11438ce-9583-43ce-98ea-4dbe58074756,88bd2f54-d682-443e-adfb-93b377fa37bb,DUNLOP to Downtown Barrie Terminal,0,302fe5fc-feac-4c1f-b121-027a53441203
100,fcfc42af-1cc2-48e2-a437-c965c0129a04,6a68cdd2-3737-46be-b8c4-92509ba91331,f2b219d4-3593-4748-b626-dc2fb2151969,Red Express  to Downtown Barrie Terminal,0,c9cf60d4-a9d1-441d-9b22-026f35be88e8
8A,fcfc42af-1cc2-48e2-a437-c965c0129a04,68e697c1-e5eb-4b1b-b8d6-ad8b2fa07888,16b42189-db36-43d6-ab97-dce81fb10ad8,RVH/YONGE to Georgian College,0,88f36cfe-cb94-4fa1-8dde-754e8bbf96f9
10,8e896df6-2496-4d4f-9079-946c6e56c815,b3b2ea13-5e71-476e-b4e2-3ab39d9a5d74,ad2b6efb-c3ff-44f7-8b9e-1166aac33bdd,NORTH LOOP to Downtown Barrie Terminal,0,fd394cf9-4abf-41a1-b04c-087fa78fbdbc
8B,8e896df6-2496-4d4f-9079-946c6e56c815,abe0a520-e18a-4065-8669-df24210045ff,37ce28b0-cc30-4e39-8c9b-59a2cf19001d,Crosstown/Essa to Park Place ,1,3bb62719-360b-4fe3-b8cc-1da403d4c9c3
2B,fcfc42af-1cc2-48e2-a437-c965c0129a04,fcd7e0bc-ca95-4846-b4b3-00c3be9b5ea2,71438cc9-96fa-4b62-9915-4c5f2d7a7e71,PARK PLACE to Park Place,0,95bf5ab2-9bf9-4a3f-a4cf-e6c28d2b8b39
