route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id
100,f7362610-9cc6-4990-b05c-5d3dc36f9f00,a84e6399-fe1d-414c-be07-773a3825d36e,43a593d1-2077-4815-955c-0c23cab3e490,Red Express  to Downtown Barrie Terminal,0,833c276b-1fa8-48f8-bd8b-de2a1c3273e2
7A,83f00a42-51d3-48a7-9f79-2e8419a06c9d,09e73d13-8733-4d34-bc1f-ccefe055667f,00a18ffd-a9de-4ed9-bab6-ab5a5e387c91,GROVE to Georgian College,0,f443e592-3fbe-4611-9f4a-7b01e27d3021
12B,83f00a42-51d3-48a7-9f79-2e8419a06c9d,ac61e307-890f-41c5-8beb-e2f91910bc0b,b224d92c-e2d2-4e15-bb5d-fbd6d2b1c9e4,BARRIE SOUTH GO,0,10b376f5-8106-4915-b2bb-474bfe65b4a9
400,83f00a42-51d3-48a7-9f79-2e8419a06c9d,356f3738-2591-4259-94e9-b36641091d62,092fe7c4-580f-464e-a434-62114c9d18be,EXPRESS  to RVH,0,afa3dcf2-97b2-425b-98e2-eb8716b809eb
100,e143ad2f-079a-40bc-9584-bcc38f003c82,ce68cd5c-9ef9-4e47-a3b0-53450496720e,43a593d1-2077-4815-955c-0c23cab3e490,Red Express  to Downtown Barrie Terminal,0,ef272a2a-1f5d-428f-a71e-40cb4fa100cc
100,9b8ca608-e9d6-4b70-af36-504135a2886c,bc582a91-cdcb-4182-8991-0f7d36154e61,43a593d1-2077-4815-955c-0c23cab3e490,Red Express  to Downtown Barrie Terminal,0,00ca5184-7245-4a82-993d-e8d5571ecf3a
100,e143ad2f-079a-40bc-9584-bcc38f003c82,45a004e8-c5c4-40c8-8d56-4d948ac2825c,43a593d1-2077-4815-955c-0c23cab3e490,Red Express  to Downtown Barrie Terminal,0,ef272a2a-1f5d-428f-a71e-40cb4fa100cc
12A,f7362610-9cc6-4990-b05c-5d3dc36f9f00,9e4562ee-46ef-46d8-9068-5d1dc3551062,039665b2-b02e-459b-8a6f-56438cb103df,GEORGIAN MALL,0,d57f1ab0-e849-42c7-96a4-4005befc31e2
2A,f7362610-9cc6-4990-b05c-5d3dc36f9f00,1dfb614b-7275-42aa-8a03-1af42bc44f92,c630cdfc-baba-436b-8b26-4f181272c079,DUNLOP to Downtown Barrie Terminal,0,a9fcfccc-d04a-47bd-98a4-f6868ec6b948
400,e143ad2f-079a-40bc-9584-bcc38f003c82,42503269-bd89-4800-8de0-4eacea5b7ace,092fe7c4-580f-464e-a434-62114c9d18be,EXPRESS  to RVH,0,06efb190-ec3c-4f98-926d-4fd85a806fd3
